Fecha_Reporte,Hora_Reporte,Distrito,Tipo_Delito,Latitud,Longitud,Tiempo_Respuesta_Min,Uso_Arma,Captura,Rango_Horario
2026-04-05,10:38,Santa Rosa,Hurto simple,-11.842,-77.0496,5.9,FALSE,FALSE,Manana
2026-03-22,10:22,Santa Rosa,Arrebato,-11.971,-76.9828,22.7,FALSE,FALSE,Manana
2026-04-24,09:33,San Martin de Porres,Arrebato,-11.8985,-76.9969,14.3,TRUE,FALSE,Manana
2026-01-20,10:07,Los Olivos,Hurto simple,-11.8742,-77.0633,23.0,TRUE,FALSE,Manana
2026-03-09,04:32,Santa Rosa,Extorsion,-11.8434,-77.0306,8.0,FALSE,FALSE,Madrugada
2026-02-06,02:01,Comas,Extorsion,-11.941,-77.0502,7.1,FALSE,FALSE,Madrugada
2026-01-20,20:51,Puente Piedra,Arrebato,-11.8206,-76.9137,10.5,FALSE,FALSE,Noche
2026-01-07,03:12,Carabayllo,Robo a mano armada,-11.9525,-76.9683,15.3,TRUE,FALSE,Madrugada
2026-01-28,11:35,Ancon,Arrebato,-11.8884,-76.9842,28.6,FALSE,FALSE,Manana
2026-02-20,23:07,Santa Rosa,Robo a mano armada,-11.8952,-76.9415,17.2,TRUE,TRUE,Noche
2026-02-16,07:43,San Martin de Porres,Robo de vehiculo,-11.9902,-77.0554,12.5,FALSE,FALSE,Manana
2026-04-26,16:30,Los Olivos,Robo de vehiculo,-11.8228,-76.9331,18.1,FALSE,FALSE,Tarde
2026-04-12,11:21,Los Olivos,Hurto simple,-11.9385,-76.9127,25.2,TRUE,TRUE,Manana
2026-04-03,04:35,Santa Rosa,Vandalismo,-11.8535,-77.0337,17.6,FALSE,TRUE,Madrugada
2026-04-14,10:04,Carabayllo,Robo de vehiculo,-11.8957,-77.033,18.0,FALSE,TRUE,Manana
2026-04-15,03:14,Comas,Hurto simple,-11.8246,-77.0631,20.0,TRUE,FALSE,Madrugada
2026-04-07,01:13,Ancon,Robo a mano armada,-11.9292,-77.0748,15.9,TRUE,TRUE,Madrugada
2026-02-28,05:18,Puente Piedra,Arrebato,-11.8182,-77.0336,12.9,FALSE,FALSE,Madrugada
2026-02-25,12:05,San Martin de Porres,Robo de vehiculo,-11.9478,-77.0104,18.4,FALSE,FALSE,Tarde
2026-03-10,20:06,San Martin de Porres,Arrebato,-11.9257,-76.91,12.6,FALSE,TRUE,Noche
2026-03-28,22:26,Independencia,Robo de vehiculo,-11.9082,-77.0218,9.7,TRUE,TRUE,Noche
2026-04-05,02:13,Comas,Arrebato,-11.9451,-77.0856,10.1,FALSE,FALSE,Madrugada
2026-04-01,17:57,Los Olivos,Hurto simple,-11.8871,-76.9576,6.3,FALSE,FALSE,Tarde
2026-01-29,20:27,Independencia,Vandalismo,-11.9022,-76.9134,18.6,TRUE,TRUE,Noche
2026-03-23,00:00,Santa Rosa,Extorsion,-11.9762,-76.9819,8.7,FALSE,FALSE,Madrugada
2026-04-15,02:56,Independencia,Extorsion,-11.9976,-76.9227,14.8,TRUE,FALSE,Madrugada
2026-03-22,03:40,Comas,Vandalismo,-11.934,-77.0177,13.6,FALSE,FALSE,Madrugada
2026-01-29,06:35,San Martin de Porres,Robo a mano armada,-11.8391,-76.9182,20.5,TRUE,FALSE,Manana
2026-03-15,01:50,Ancon,Vandalismo,-11.879,-77.0692,7.1,TRUE,FALSE,Madrugada
2026-04-11,17:29,Santa Rosa,Extorsion,-11.8007,-76.934,14.8,TRUE,FALSE,Tarde
2026-01-18,11:55,Los Olivos,Vandalismo,-11.9381,-77.0584,21.3,FALSE,FALSE,Manana
2026-03-07,16:53,Independencia,Extorsion,-11.9027,-76.9547,8.4,FALSE,FALSE,Tarde
2026-04-06,13:07,Comas,Robo a mano armada,-11.9479,-76.9195,15.6,TRUE,FALSE,Tarde
2026-01-05,13:12,Comas,Robo a mano armada,-11.9389,-77.0853,16.7,TRUE,TRUE,Tarde
2026-02-06,03:13,Carabayllo,Robo a mano armada,-11.916,-76.9277,12.7,TRUE,FALSE,Madrugada
2026-03-01,13:41,San Martin de Porres,Robo a mano armada,-11.9043,-76.9968,9.7,TRUE,TRUE,Tarde
2026-01-29,12:01,San Martin de Porres,Extorsion,-11.972,-76.9197,8.8,FALSE,FALSE,Tarde
2026-04-03,20:24,Carabayllo,Vandalismo,-11.8933,-77.0802,25.9,TRUE,FALSE,Noche
2026-01-04,12:54,Puente Piedra,Arrebato,-11.9083,-76.9666,14.1,FALSE,TRUE,Tarde
2026-02-27,17:54,Comas,Arrebato,-11.8449,-77.0604,7.1,FALSE,FALSE,Tarde
2026-01-26,18:13,Ancon,Robo a mano armada,-11.8747,-77.0626,22.4,TRUE,TRUE,Noche
2026-01-29,13:28,Independencia,Extorsion,-11.8916,-76.9993,15.1,TRUE,FALSE,Tarde
2026-04-06,13:08,Independencia,Hurto simple,-11.8602,-77.023,20.2,TRUE,FALSE,Tarde
2026-03-31,20:22,Carabayllo,Robo de vehiculo,-11.8131,-77.0452,21.7,FALSE,TRUE,Noche
2026-04-01,22:47,Comas,Arrebato,-11.8701,-76.9642,13.0,FALSE,FALSE,Noche
2026-02-19,23:15,Santa Rosa,Robo a mano armada,-11.8906,-76.9317,7.7,TRUE,FALSE,Noche
2026-04-11,08:57,Comas,Arrebato,-11.8646,-76.9386,7.2,FALSE,FALSE,Manana
2026-01-19,23:17,Santa Rosa,Robo de vehiculo,-11.8451,-76.9128,8.6,FALSE,FALSE,Noche
2026-04-07,06:46,Ancon,Hurto simple,-11.824,-77.089,11.6,TRUE,FALSE,Manana
2026-01-20,13:05,Comas,Arrebato,-11.8591,-77.0585,25.4,TRUE,FALSE,Tarde
2026-03-31,10:31,Los Olivos,Hurto simple,-11.889,-76.9553,17.0,TRUE,FALSE,Manana
2026-03-03,05:17,Ancon,Arrebato,-11.8487,-76.9457,14.3,FALSE,FALSE,Madrugada
2026-03-06,05:45,Los Olivos,Robo de vehiculo,-11.9222,-76.9364,29.9,FALSE,FALSE,Madrugada
2026-02-22,09:40,Comas,Vandalismo,-11.9981,-77.0834,10.1,TRUE,FALSE,Manana
2026-02-19,21:16,Comas,Robo de vehiculo,-11.867,-76.9852,8.4,FALSE,FALSE,Noche
2026-01-06,12:32,Comas,Robo a mano armada,-11.9611,-76.9993,24.0,TRUE,FALSE,Tarde
2026-03-11,05:10,Santa Rosa,Vandalismo,-11.804,-77.0548,22.9,TRUE,FALSE,Madrugada
2026-04-21,15:40,Los Olivos,Extorsion,-11.9782,-76.9549,12.4,FALSE,TRUE,Tarde
2026-01-23,17:05,Los Olivos,Arrebato,-11.8112,-76.9975,16.5,FALSE,FALSE,Tarde
2026-01-24,06:56,Ancon,Vandalismo,-11.8111,-76.9636,12.4,TRUE,FALSE,Manana
2026-03-09,00:50,Independencia,Extorsion,-11.8894,-77.0211,29.1,TRUE,FALSE,Madrugada
2026-04-30,20:16,Independencia,Robo de vehiculo,-11.9257,-76.9117,28.0,TRUE,FALSE,Noche
2026-04-08,22:50,Puente Piedra,Vandalismo,-11.9135,-76.903,20.3,FALSE,TRUE,Noche
2026-02-23,05:08,Ancon,Robo a mano armada,-11.9205,-76.9098,15.7,TRUE,FALSE,Madrugada
